campaign_id,fuzzer,subject,defect,time
919,BeDiv-Simple,Rhino,R1,0 days 02:28:05.922000
919,BeDiv-Simple,Rhino,R2,
919,BeDiv-Simple,Rhino,R3,0 days 00:00:02.492000
919,BeDiv-Simple,Rhino,R4,
92,Zeugma-1PT,Nashorn,N0,0 days 02:02:27.264000
92,Zeugma-1PT,Nashorn,N1,
92,Zeugma-1PT,Nashorn,N2,
920,BeDiv-Struct,Rhino,R0,
920,BeDiv-Struct,Rhino,R1,0 days 00:09:08.748000
920,BeDiv-Struct,Rhino,R2,
920,BeDiv-Struct,Rhino,R3,0 days 00:00:02.684000
920,BeDiv-Struct,Rhino,R4,
921,RLCheck,Rhino,R0,
921,RLCheck,Rhino,R1,
921,RLCheck,Rhino,R2,
921,RLCheck,Rhino,R3,0 days 00:00:08.528000
921,RLCheck,Rhino,R4,
922,Zest,Rhino,R0,
922,Zest,Rhino,R1,0 days 01:54:49.597000
922,Zest,Rhino,R2,
922,Zest,Rhino,R3,0 days 00:00:00.268000
922,Zest,Rhino,R4,
923,Zeugma-Link,Rhino,R0,0 days 00:48:05.126000
923,Zeugma-Link,Rhino,R1,0 days 00:50:59.314000
923,Zeugma-Link,Rhino,R2,0 days 00:58:07.198000
923,Zeugma-Link,Rhino,R3,0 days 00:00:02.668000
923,Zeugma-Link,Rhino,R4,0 days 01:29:59.952000
924,Zeugma-X,Rhino,R0,
924,Zeugma-X,Rhino,R1,0 days 00:14:07.429000
924,Zeugma-X,Rhino,R2,0 days 00:19:06.437000
924,Zeugma-X,Rhino,R3,0 days 00:00:06.064000
924,Zeugma-X,Rhino,R4,0 days 02:00:38.765000
925,Zeugma-1PT,Rhino,R0,0 days 02:43:51.247000
925,Zeugma-1PT,Rhino,R1,0 days 00:09:28.580000
925,Zeugma-1PT,Rhino,R2,0 days 00:22:01.389000
925,Zeugma-1PT,Rhino,R3,0 days 00:00:05.084000
925,Zeugma-1PT,Rhino,R4,0 days 02:57:40.152000
926,Zeugma-2PT,Rhino,R0,
926,Zeugma-2PT,Rhino,R1,0 days 00:24:31.922000
926,Zeugma-2PT,Rhino,R2,
926,Zeugma-2PT,Rhino,R3,0 days 00:00:04.400000
926,Zeugma-2PT,Rhino,R4,0 days 02:48:09.378000
93,Zeugma-2PT,Nashorn,N0,
93,Zeugma-2PT,Nashorn,N1,
93,Zeugma-2PT,Nashorn,N2,
94,BeDiv-Simple,Rhino,R0,
94,BeDiv-Simple,Rhino,R1,
94,BeDiv-Simple,Rhino,R2,
94,BeDiv-Simple,Rhino,R3,0 days 00:00:02.076000
94,BeDiv-Simple,Rhino,R4,
943,BeDiv-Simple,Bcel,B0,0 days 02:14:54.448000
943,BeDiv-Simple,Bcel,B1,
944,BeDiv-Struct,Bcel,B0,0 days 00:50:20.424000
944,BeDiv-Struct,Bcel,B1,
945,Zest,Bcel,B0,0 days 00:37:30.082000
945,Zest,Bcel,B1,
946,Zeugma-Link,Bcel,B0,0 days 00:29:58.335000
946,Zeugma-Link,Bcel,B1,
947,Zeugma-X,Bcel,B0,0 days 00:16:55.786000
947,Zeugma-X,Bcel,B1,
948,Zeugma-1PT,Bcel,B0,0 days 00:10:48.408000
948,Zeugma-1PT,Bcel,B1,0 days 02:56:01.409000
949,Zeugma-2PT,Bcel,B0,0 days 00:37:11.552000
949,Zeugma-2PT,Bcel,B1,
95,BeDiv-Struct,Rhino,R0,
95,BeDiv-Struct,Rhino,R1,0 days 00:01:18.217000
95,BeDiv-Struct,Rhino,R2,
95,BeDiv-Struct,Rhino,R3,0 days 00:00:10.744000
95,BeDiv-Struct,Rhino,R4,
950,BeDiv-Simple,Closure,C0,
950,BeDiv-Simple,Closure,C1,0 days 00:02:18.473000
951,BeDiv-Struct,Closure,C0,
951,BeDiv-Struct,Closure,C1,0 days 00:07:13.850000
952,RLCheck,Closure,C0,
952,RLCheck,Closure,C1,0 days 00:10:19.387000
953,Zest,Closure,C0,0 days 02:31:00.676000
953,Zest,Closure,C1,0 days 00:34:23.325000
954,Zeugma-Link,Closure,C0,0 days 01:05:13.915000
954,Zeugma-Link,Closure,C1,0 days 00:11:30.757000
955,Zeugma-X,Closure,C0,0 days 01:23:36.864000
955,Zeugma-X,Closure,C1,0 days 00:04:56.244000
956,Zeugma-1PT,Closure,C0,0 days 02:11:36.495000
956,Zeugma-1PT,Closure,C1,0 days 00:05:17.590000
957,Zeugma-2PT,Closure,C0,0 days 01:39:53.280000
957,Zeugma-2PT,Closure,C1,0 days 00:00:23.160000
96,RLCheck,Rhino,R0,
96,RLCheck,Rhino,R1,
96,RLCheck,Rhino,R2,
96,RLCheck,Rhino,R3,0 days 00:00:10.792000
96,RLCheck,Rhino,R4,
966,BeDiv-Simple,Nashorn,N0,
966,BeDiv-Simple,Nashorn,N1,
966,BeDiv-Simple,Nashorn,N2,
967,BeDiv-Struct,Nashorn,N0,
967,BeDiv-Struct,Nashorn,N1,
967,BeDiv-Struct,Nashorn,N2,
968,RLCheck,Nashorn,N0,
968,RLCheck,Nashorn,N1,
968,RLCheck,Nashorn,N2,
969,Zest,Nashorn,N0,
969,Zest,Nashorn,N1,
969,Zest,Nashorn,N2,
97,Zest,Rhino,R0,
97,Zest,Rhino,R1,0 days 00:06:44.734000
97,Zest,Rhino,R2,0 days 01:03:31.507000
97,Zest,Rhino,R3,0 days 00:00:02.356000
97,Zest,Rhino,R4,
970,Zeugma-Link,Nashorn,N0,0 days 00:17:47.345000
970,Zeugma-Link,Nashorn,N1,
970,Zeugma-Link,Nashorn,N2,
971,Zeugma-X,Nashorn,N0,
971,Zeugma-X,Nashorn,N1,
971,Zeugma-X,Nashorn,N2,
972,Zeugma-1PT,Nashorn,N0,
972,Zeugma-1PT,Nashorn,N1,
972,Zeugma-1PT,Nashorn,N2,
973,Zeugma-2PT,Nashorn,N0,
973,Zeugma-2PT,Nashorn,N1,
973,Zeugma-2PT,Nashorn,N2,
974,BeDiv-Simple,Rhino,R0,
974,BeDiv-Simple,Rhino,R1,
974,BeDiv-Simple,Rhino,R2,
974,BeDiv-Simple,Rhino,R3,0 days 00:00:11.352000
974,BeDiv-Simple,Rhino,R4,
975,BeDiv-Struct,Rhino,R0,
975,BeDiv-Struct,Rhino,R1,0 days 02:41:41.725000
975,BeDiv-Struct,Rhino,R2,
975,BeDiv-Struct,Rhino,R3,0 days 00:00:06.224000
975,BeDiv-Struct,Rhino,R4,
976,RLCheck,Rhino,R0,
976,RLCheck,Rhino,R1,
976,RLCheck,Rhino,R2,
976,RLCheck,Rhino,R3,0 days 00:00:09.076000
976,RLCheck,Rhino,R4,
977,Zest,Rhino,R0,
977,Zest,Rhino,R1,0 days 00:15:02.493000
977,Zest,Rhino,R2,
977,Zest,Rhino,R3,0 days 00:00:01.060000
977,Zest,Rhino,R4,
978,Zeugma-Link,Rhino,R0,0 days 01:24:01.361000
978,Zeugma-Link,Rhino,R1,0 days 00:05:29.830000
978,Zeugma-Link,Rhino,R2,0 days 00:54:37.777000
978,Zeugma-Link,Rhino,R3,0 days 00:00:06.584000
978,Zeugma-Link,Rhino,R4,0 days 02:18:40.302000
979,Zeugma-X,Rhino,R0,0 days 00:35:18.529000
979,Zeugma-X,Rhino,R1,0 days 01:02:34.543000
979,Zeugma-X,Rhino,R2,0 days 00:16:05.933000
979,Zeugma-X,Rhino,R3,0 days 00:00:05.212000
979,Zeugma-X,Rhino,R4,
98,Zeugma-Link,Rhino,R0,0 days 02:53:16.078000
98,Zeugma-Link,Rhino,R1,0 days 02:27:35.878000
98,Zeugma-Link,Rhino,R2,0 days 00:33:06.947000
98,Zeugma-Link,Rhino,R3,0 days 00:00:06.976000
98,Zeugma-Link,Rhino,R4,0 days 00:22:09.595000
980,Zeugma-1PT,Rhino,R0,
980,Zeugma-1PT,Rhino,R1,0 days 00:39:05.859000
980,Zeugma-1PT,Rhino,R2,0 days 00:32:43.163000
980,Zeugma-1PT,Rhino,R3,0 days 00:00:07.504000
980,Zeugma-1PT,Rhino,R4,0 days 02:19:46.527000
981,Zeugma-2PT,Rhino,R0,
981,Zeugma-2PT,Rhino,R1,
981,Zeugma-2PT,Rhino,R2,
981,Zeugma-2PT,Rhino,R3,0 days 00:00:04.284000
981,Zeugma-2PT,Rhino,R4,0 days 00:36:39.546000
99,Zeugma-X,Rhino,R0,0 days 01:04:19.359000
99,Zeugma-X,Rhino,R1,0 days 01:34:13.054000
99,Zeugma-X,Rhino,R2,0 days 00:54:07.395000
99,Zeugma-X,Rhino,R3,0 days 00:00:21.800000
99,Zeugma-X,Rhino,R4,0 days 01:48:52.556000
998,BeDiv-Simple,Bcel,B0,
998,BeDiv-Simple,Bcel,B1,
999,BeDiv-Struct,Bcel,B0,
999,BeDiv-Struct,Bcel,B1,
